Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Navicula spp.,BACILLARIOPHYTA,5/18/2016,36,1,4,17.1,6047.8,353.4
Nitzschia incerta,BACILLARIOPHYTA,5/18/2016,36,1,1,0.4,450,1125
Nitzschia spp.,BACILLARIOPHYTA,5/18/2016,36,1,8,34.2,1694.1,49.5
Paralia sulcata,BACILLARIOPHYTA,5/18/2016,36,1,13,55.6,36908.1,663.7
Thalassiosira angulata,BACILLARIOPHYTA,5/18/2016,36,1,4,17.1,13170.7,769.7
Thalassiosira spp.,BACILLARIOPHYTA,5/18/2016,36,1,21,89.8,90313.1,1005.3
Unknown Diatom,BACILLARIOPHYTA,5/18/2016,36,1,1,213.9,10205.6,47.7
Unknown Diatom,BACILLARIOPHYTA,5/18/2016,36,1,10,42.8,3628.7,84.8
Unknown Diatom,BACILLARIOPHYTA,5/18/2016,36,1,1,4.3,6288.5,1469.3
Mesodinium rubrum,CILIOPHORA,5/18/2016,36,1,5,21.4,32176.3,1504.3
Plagioselmis prolonga,CRYPTOPHYTA,5/18/2016,36,1,14,59.9,11038.3,184.3
Teleaulax sp.,CRYPTOPHYTA,5/18/2016,36,1,17,72.7,18506.1,254.5
Unknown Cryptophyte,CRYPTOPHYTA,5/18/2016,36,1,1,4.3,728,170.1
Chroococcus microscopicus,CYANOPHYCEAE,5/18/2016,36,1,271,57965.7,15539.6,0.3
Unknown Dinoflagellate,DINOPHYCEAE,5/18/2016,36,1,1,4.3,9174.7,2143.6
Actinocyclus sp.,BACILLARIOPHYTA,5/18/2016,649,1,1,0.7,3421.2,5131.8
Amphora sp.,BACILLARIOPHYTA,5/18/2016,649,1,2,24.2,1380.2,57
Aulacoseira granulata,BACILLARIOPHYTA,5/18/2016,649,1,56,2348.7,3895860.7,1658.8
Aulacoseira sp.,BACILLARIOPHYTA,5/18/2016,649,1,199,8346.1,27760544.1,3326.2
Cocconeis placentula,BACILLARIOPHYTA,5/18/2016,649,1,5,209.7,41504.2,197.9
Cyclotella atomus,BACILLARIOPHYTA,5/18/2016,649,1,1,41.9,3557.5,84.8
Cyclotella sp.,BACILLARIOPHYTA,5/18/2016,649,1,6,251.6,63244.5,251.3
Cymatopleura solea,BACILLARIOPHYTA,5/18/2016,649,1,1,0.7,7313.7,10970.4
Diatoma moniliformis,BACILLARIOPHYTA,5/18/2016,649,1,1,12.1,2709.9,223.8
Entomoneis sp.,BACILLARIOPHYTA,5/18/2016,649,1,1,41.9,89925.8,2144.2
Fragilaria brevistriata,BACILLARIOPHYTA,5/18/2016,649,1,11,461.3,126818.4,274.9
Gomphoneis sp.,BACILLARIOPHYTA,5/18/2016,649,1,1,41.9,43214.1,1030.4
Melosira sp.,BACILLARIOPHYTA,5/18/2016,649,1,1,12.1,486824.2,40212.4
Navicula spp.,BACILLARIOPHYTA,5/18/2016,649,1,1,12.1,7131.2,589
Nitzschia spp.,BACILLARIOPHYTA,5/18/2016,649,1,19,796.9,50202.6,63
Rhoicosphenia sp.,BACILLARIOPHYTA,5/18/2016,649,1,1,0.7,192.8,287.7
Stauroneis sp.,BACILLARIOPHYTA,5/18/2016,649,1,1,0.7,2409.6,3614.4
Staurosira construens var. binodis,BACILLARIOPHYTA,5/18/2016,649,1,5,209.7,57644.7,274.9
Staurosira venter,BACILLARIOPHYTA,5/18/2016,649,1,10,121.1,14262.4,117.8
Thalassiosira spp.,BACILLARIOPHYTA,5/18/2016,649,1,4,167.8,285390.8,1701.2
Unknown Diatom,BACILLARIOPHYTA,5/18/2016,649,1,1,41.9,1054.1,25.1
Unknown Diatom,BACILLARIOPHYTA,5/18/2016,649,1,11,461.3,39132.5,84.8
Unknown Diatom,BACILLARIOPHYTA,5/18/2016,649,1,1,41.9,16469.9,392.7
Ankistrodesmus arcuatus,CHLOROPHYTA,5/18/2016,649,1,1,41.9,1087,25.9
Cryptomonas spp.,CRYPTOPHYTA,5/18/2016,649,1,1,41.9,9300,221.7
Plagioselmis prolonga,CRYPTOPHYTA,5/18/2016,649,1,3,125.8,23189.6,184.3
Teleaulax sp.,CRYPTOPHYTA,5/18/2016,649,1,1,41.9,30617.6,730
Chroococcus microscopicus,CYANOPHYCEAE,5/18/2016,649,1,296,211043.8,56577.1,0.3
Actinoptychus senarius,BACILLARIOPHYTA,6/16/2016,18,1,2,32.9,12922.6,392.7
Asterionellopsis glacialis,BACILLARIOPHYTA,6/16/2016,18,1,3,49.4,9773.4,198
Aulacoseira granulata,BACILLARIOPHYTA,6/16/2016,18,1,16,263.3,317584.7,1206.4
Chaetoceros spp.,BACILLARIOPHYTA,6/16/2016,18,1,2,32.9,14059.7,427.3
Cocconeis placentula,BACILLARIOPHYTA,6/16/2016,18,1,1,0.2,108.9,544.3
Cyclotella sp.,BACILLARIOPHYTA,6/16/2016,18,1,3,10.9,16772.6,1539.4
Eunotogramma dubium,BACILLARIOPHYTA,6/16/2016,18,1,1,16.5,3230.6,196.3
Eunotogramma sp.,BACILLARIOPHYTA,6/16/2016,18,1,2,0.4,201.1,502.7
Hemiaulus sp.,BACILLARIOPHYTA,6/16/2016,18,1,2,32.9,96764.1,2940.5
Nitzschia spp.,BACILLARIOPHYTA,6/16/2016,18,1,6,98.7,11106.1,112.5
Odontella aurita,BACILLARIOPHYTA,6/16/2016,18,1,1,16.5,71074,4319.7
Paralia sulcata,BACILLARIOPHYTA,6/16/2016,18,1,2,32.9,18763.5,570.2
Pseudo-nitzschia australis,BACILLARIOPHYTA,6/16/2016,18,1,7,115.2,143392.4,1245.1
Skeletonema costatum,BACILLARIOPHYTA,6/16/2016,18,1,98,1612.4,136772.3,84.8
Staurosira robusta,BACILLARIOPHYTA,6/16/2016,18,1,1,16.5,1899.6,115.5
Thalassionema nitzschioides,BACILLARIOPHYTA,6/16/2016,18,1,9,32.7,6472,198
Thalassionema sp.,BACILLARIOPHYTA,6/16/2016,18,1,1,16.5,10810,657
Thalassiosira angulata,BACILLARIOPHYTA,6/16/2016,18,1,1,16.5,37320.3,2268.2
Thalassiosira eccentrica,BACILLARIOPHYTA,6/16/2016,18,1,1,16.5,238938,14522
Thalassiosira punctigera,BACILLARIOPHYTA,6/16/2016,18,1,1,0.2,130.7,653.5
Thalassiosira spp.,BACILLARIOPHYTA,6/16/2016,18,1,26,427.8,203271.8,475.2
Tryblionella granulata,BACILLARIOPHYTA,6/16/2016,18,1,1,16.5,9381.8,570.2
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,18,1,5,534.7,15434.4,28.9
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,18,1,65,1069.5,90716.3,84.8
Pseudoscourfieldia marina,CHLOROPHYTA,6/16/2016,18,1,4,427.8,9071.6,21.2
Pyramimonas spp.,CHLOROPHYTA,6/16/2016,18,1,1,16.5,8339.4,506.8
Mesodinium rubrum,CILIOPHORA,6/16/2016,18,1,2,32.9,118181.1,3591
Cryptomonas spp.,CRYPTOPHYTA,6/16/2016,18,1,1,16.5,5272.4,320.4
Plagioselmis prolonga,CRYPTOPHYTA,6/16/2016,18,1,25,411.3,32952.5,80.1
Teleaulax sp.,CRYPTOPHYTA,6/16/2016,18,1,32,526.5,233501.9,443.5
Chroococcus microscopicus,CYANOPHYCEAE,6/16/2016,18,1,349,37324.8,10006.1,0.3
Heterocapsa rotundata,DINOPHYCEAE,6/16/2016,18,1,13,213.9,16799.3,78.5
Heterocapsa triquetra,DINOPHYCEAE,6/16/2016,18,1,2,32.9,57410.6,1744.6
Actinoptychus senarius,BACILLARIOPHYTA,6/16/2016,22,1,3,22.9,10889.6,475.2
Asterionellopsis glacialis,BACILLARIOPHYTA,6/16/2016,22,1,4,30.6,3819.6,125
Eunotogramma dubium,BACILLARIOPHYTA,6/16/2016,22,1,6,45.8,11519.5,251.3
Eunotogramma laevis,BACILLARIOPHYTA,6/16/2016,22,1,2,15.3,5099.8,333.8
Nitzschia spp.,BACILLARIOPHYTA,6/16/2016,22,1,2,15.3,733.4,48
Paralia sulcata,BACILLARIOPHYTA,6/16/2016,22,1,2,15.3,8711.6,570.2
Pseudo-nitzschia australis,BACILLARIOPHYTA,6/16/2016,22,1,2,0.4,1080,2700
Skeletonema sp.,BACILLARIOPHYTA,6/16/2016,22,1,59,450.7,63717.4,141.4
Thalassionema nitzschioides,BACILLARIOPHYTA,6/16/2016,22,1,4,14.5,3268.7,225
Thalassionema sp.,BACILLARIOPHYTA,6/16/2016,22,1,1,7.6,5362.7,702
Thalassiosira angulata,BACILLARIOPHYTA,6/16/2016,22,1,3,10.9,8386.3,769.7
Thalassiosira spp.,BACILLARIOPHYTA,6/16/2016,22,1,30,229.2,53997.8,235.6
Thalassiosira spp.,BACILLARIOPHYTA,6/16/2016,22,1,1,7.6,34990.6,4579.9
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,22,1,1,71.3,1371.9,19.2
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,22,1,58,443.1,62637.5,141.4
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,22,1,2,15.3,3575.1,234
Pyramimonas spp.,CHLOROPHYTA,6/16/2016,22,1,1,7.6,3799.8,497.4
Unknown Chlorophyte,CHLOROPHYTA,6/16/2016,22,1,1,71.3,1371.9,19.2
Unknown Ciliate,CILIOPHORA,6/16/2016,22,1,3,22.9,3647.9,159.2
Unknown Ciliate,CILIOPHORA,6/16/2016,22,1,1,7.6,4351.8,569.6
Cryptomonas spp.,CRYPTOPHYTA,6/16/2016,22,1,2,7.3,2327.6,320.4
Plagioselmis prolonga,CRYPTOPHYTA,6/16/2016,22,1,87,664.6,56373.7,84.8
Teleaulax sp.,CRYPTOPHYTA,6/16/2016,22,1,28,213.9,89596.4,418.9
Chroococcus microscopicus,CYANOPHYCEAE,6/16/2016,22,1,390,27806.4,7454.4,0.3
Heterocapsa rotundata,DINOPHYCEAE,6/16/2016,22,1,13,99.3,28559.8,287.6
Heterocapsa triquetra,DINOPHYCEAE,6/16/2016,22,1,3,22.9,19199.2,837.8
Phalacroma oxytoxoides,DINOPHYCEAE,6/16/2016,22,1,1,0.2,1680.6,8402.7
Unknown Dinoflagellate,DINOPHYCEAE,6/16/2016,22,1,1,7.6,5199.8,680.6
Unknown Dinoflagellate,DINOPHYCEAE,6/16/2016,22,1,1,7.6,7279.7,952.8
Unknown Dinoflagellate,DINOPHYCEAE,6/16/2016,22,1,1,0.2,844.5,4222.4
Actinoptychus senarius,BACILLARIOPHYTA,6/16/2016,27,1,6,86.7,41203.7,475.2
Chaetoceros sp.,BACILLARIOPHYTA,6/16/2016,27,1,1,14.5,2247.5,155.5
Eunotogramma dubium,BACILLARIOPHYTA,6/16/2016,27,1,8,115.6,21793.7,188.5
Nitzschia spp.,BACILLARIOPHYTA,6/16/2016,27,1,37,534.7,56147.6,105
Paralia sulcata,BACILLARIOPHYTA,6/16/2016,27,1,9,130.1,86323.5,663.7
Planothidium sp.,BACILLARIOPHYTA,6/16/2016,27,1,1,14.5,2247.5,155.5
Skeletonema sp.,BACILLARIOPHYTA,6/16/2016,27,1,62,896.1,38002.8,42.4
Thalassiosira angulata,BACILLARIOPHYTA,6/16/2016,27,1,2,28.9,13734.6,475.2
Thalassiosira spp.,BACILLARIOPHYTA,6/16/2016,27,1,16,231.2,39364.9,170.2
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,27,1,6,3208.4,45358.2,14.1
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,27,1,71,1026.1,87038.6,84.8
Tetraedron minimum,CHLOROPHYTA,6/16/2016,27,1,1,14.5,1560.9,108
Plagioselmis prolonga,CRYPTOPHYTA,6/16/2016,27,1,74,1069.5,95756.1,89.5
Teleaulax sp.,CRYPTOPHYTA,6/16/2016,27,1,13,187.9,73780.8,392.7
Unknown Cryptophyte,CRYPTOPHYTA,6/16/2016,27,1,1,14.5,7782.9,538.6
Chroococcus microscopicus,CYANOPHYCEAE,6/16/2016,27,1,345,184485.1,49457.2,0.3
Heterocapsa rotundata,DINOPHYCEAE,6/16/2016,27,1,4,57.8,6538.1,113.1
Unknown Euglenophyte,EUGLENOPHYTA,6/16/2016,27,1,1,14.5,6333.8,438.3
Actinocyclus curvatulus,BACILLARIOPHYTA,6/16/2016,36,1,3,42.8,219533.5,5131.8
Actinoptychus senarius,BACILLARIOPHYTA,6/16/2016,36,1,12,171.1,113563.4,663.7
Bacillaria socialis,BACILLARIOPHYTA,6/16/2016,36,1,1,14.3,46201.5,3240
Chaetoceros spp.,BACILLARIOPHYTA,6/16/2016,36,1,2,28.5,8063.7,282.7
Eunotogramma dubium,BACILLARIOPHYTA,6/16/2016,36,1,2,28.5,2015.9,70.7
Nitzschia spp.,BACILLARIOPHYTA,6/16/2016,36,1,26,370.8,18352.3,49.5
Paralia sulcata,BACILLARIOPHYTA,6/16/2016,36,1,7,99.8,39198.4,392.7
Skeletonema sp.,BACILLARIOPHYTA,6/16/2016,36,1,16,228.2,13439.5,58.9
Thalassionema nitzschioides,BACILLARIOPHYTA,6/16/2016,36,1,1,14.3,56468.5,3960
Thalassiosira spp.,BACILLARIOPHYTA,6/16/2016,36,1,33,470.6,110875.5,235.6
Thalassiosira spp.,BACILLARIOPHYTA,6/16/2016,36,1,1,14.3,9463.6,663.6
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,36,1,1,713,13719.4,19.2
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,36,1,33,470.6,33539.8,71.3
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,36,1,1,14.3,2150.3,150.8
Unknown Diatom,BACILLARIOPHYTA,6/16/2016,36,1,2,28.5,21175.7,742.5
Plagioselmis prolonga,CRYPTOPHYTA,6/16/2016,36,1,28,399.3,35748.9,89.5
Teleaulax sp.,CRYPTOPHYTA,6/16/2016,36,1,10,142.6,65498.7,459.3
Chroococcus microscopicus,CYANOPHYCEAE,6/16/2016,36,1,387,275925.5,73970.8,0.3
Unknown Euglenophyte,EUGLENOPHYTA,6/16/2016,36,1,1,1.3,366.5,275.6
Achnanthidium minutissimum,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,308,43.2
Asterionellopsis glacialis,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,2780.6,390
Aulacoseira sp.,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,1539.9,216
Cocconeis placentula,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,1411.1,197.9
Entomoneis sp.,BACILLARIOPHYTA,6/28/2016,6,1,1,12.1,193969,16022.1
Fragilaria brevistriata,BACILLARIOPHYTA,6/28/2016,6,1,24,171.1,34270.6,200.3
Fragilaria capucina var. vaucheriae,BACILLARIOPHYTA,6/28/2016,6,1,1,0.7,188.5,282.7
Navicula spp.,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,6383.7,895.4
Nitzschia spp.,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,449.2,63
Paralia sulcata,BACILLARIOPHYTA,6/28/2016,6,1,2,14.3,6775.7,475.2
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,6,1,2,14.3,24258.2,1701.2
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,6,1,4,28.5,2419.1,84.8
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,6,1,6,42.8,3628.7,84.8
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,806.4,113.1
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,6,1,1,7.1,4563.1,640
Coelastrum sp.,CHLOROPHYTA,6/28/2016,6,1,6,42.8,604.8,14.1
Unknown Ciliate,CILIOPHORA,6/28/2016,6,1,1,0.7,1238.9,1849
Cryptomonas spp.,CRYPTOPHYTA,6/28/2016,6,1,11,78.4,44678.7,569.7
Plagioselmis nannoplanctica,CRYPTOPHYTA,6/28/2016,6,1,1,7.1,2799.9,392.7
Plagioselmis prolonga,CRYPTOPHYTA,6/28/2016,6,1,42,299.5,55191.4,184.3
Teleaulax sp.,CRYPTOPHYTA,6/28/2016,6,1,31,221,78116.8,353.4
Chroococcus microscopicus,CYANOPHYCEAE,6/28/2016,6,1,366,86984.3,23318.9,0.3
Unknown Cyanophyte,CYANOPHYCEAE,6/28/2016,6,1,16,114.1,268.8,2.4
Heterocapsa rotundata,DINOPHYCEAE,6/28/2016,6,1,27,192.5,36286.5,188.5
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,6,1,1,7.1,11707.3,1642
Unknown Euglenophyte,EUGLENOPHYTA,6/28/2016,6,1,1,7.1,4132.6,579.6
Unknown Euglenophyte,EUGLENOPHYTA,6/28/2016,6,1,3,21.4,20999.2,981.7
Actinoptychus senarius,BACILLARIOPHYTA,6/28/2016,13,1,1,0.2,241.3,1206.4
Asterionellopsis glacialis,BACILLARIOPHYTA,6/28/2016,13,1,3,37.7,6794.3,180
Cyclotella atomus,BACILLARIOPHYTA,6/28/2016,13,1,4,50.3,7589.3,150.8
Nitzschia spp.,BACILLARIOPHYTA,6/28/2016,13,1,5,18.2,1912.2,105.3
Paralia sulcata,BACILLARIOPHYTA,6/28/2016,13,1,1,12.6,5978.6,475.2
Skeletonema sp.,BACILLARIOPHYTA,6/28/2016,13,1,9,113.2,6403.5,56.5
Thalassionema nitzschioides,BACILLARIOPHYTA,6/28/2016,13,1,1,3.6,1307.5,360
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,13,1,15,188.7,74114.6,392.7
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,13,1,1,0.2,965.1,4825.6
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,13,1,5,534.7,12775.9,23.9
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,13,1,17,213.9,18143.3,84.8
Chlamydomonas spp.,CHLOROPHYTA,6/28/2016,13,1,1,12.6,1096.1,87.1
Chlorella sp.,CHLOROPHYTA,6/28/2016,13,1,6,75.5,6576.4,87.1
Cryptomonas spp.,CRYPTOPHYTA,6/28/2016,13,1,1,12.6,7167.7,569.7
Plagioselmis nannoplanctica,CRYPTOPHYTA,6/28/2016,13,1,1,12.6,6496.7,516.3
Plagioselmis prolonga,CRYPTOPHYTA,6/28/2016,13,1,141,1774.1,326974,184.3
Teleaulax sp.,CRYPTOPHYTA,6/28/2016,13,1,109,1371.4,1122551.9,818.5
Unknown Cryptophyte,CRYPTOPHYTA,6/28/2016,13,1,14,1497.3,16174.1,10.8
Chroococcus microscopicus,CYANOPHYCEAE,6/28/2016,13,1,359,38394.3,10292.8,0.3
Heterocapsa rotundata,DINOPHYCEAE,6/28/2016,13,1,5,62.9,11858.3,188.5
Protoperidinium sp.,DINOPHYCEAE,6/28/2016,13,1,1,12.6,5138.6,408.4
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,13,1,1,0.2,121.5,607.4
Unknown Euglenophyte,EUGLENOPHYTA,6/28/2016,13,1,1,12.6,14674.7,1166.5
Actinocyclus sp.,BACILLARIOPHYTA,6/28/2016,18,1,1,11.9,57341.7,4826.7
Actinoptychus senarius,BACILLARIOPHYTA,6/28/2016,18,1,4,47.5,22585.8,475.2
Asterionellopsis glacialis,BACILLARIOPHYTA,6/28/2016,18,1,5,59.4,15685.7,264
Chaetoceros spp.,BACILLARIOPHYTA,6/28/2016,18,1,8,95.1,46888.8,493.2
Cyclotella sp.,BACILLARIOPHYTA,6/28/2016,18,1,5,59.4,14932.7,251.3
Eunotogramma sp.,BACILLARIOPHYTA,6/28/2016,18,1,3,35.7,11759.5,329.9
Fragilaria brevistriata,BACILLARIOPHYTA,6/28/2016,18,1,1,11.9,1092,91.9
Nitzschia incerta,BACILLARIOPHYTA,6/28/2016,18,1,6,71.3,25667.5,360
Nitzschia spp.,BACILLARIOPHYTA,6/28/2016,18,1,9,106.9,26950.9,252
Odontella aurita,BACILLARIOPHYTA,6/28/2016,18,1,1,11.9,29865.5,2513.3
Paralia sulcata,BACILLARIOPHYTA,6/28/2016,18,1,3,0.6,456.2,760.3
Plagiolemma confusum,BACILLARIOPHYTA,6/28/2016,18,1,1,0.2,692.4,3462
Pleurosigma sp.,BACILLARIOPHYTA,6/28/2016,18,1,1,11.9,151723.4,12768
Pseudo-nitzschia australis,BACILLARIOPHYTA,6/28/2016,18,1,1,0.2,702,3510
Skeletonema sp.,BACILLARIOPHYTA,6/28/2016,18,1,17,202,11423.5,56.5
Thalassionema bacillare,BACILLARIOPHYTA,6/28/2016,18,1,2,7.3,3268.7,450
Thalassionema nitzschioides,BACILLARIOPHYTA,6/28/2016,18,1,1,0.2,51.6,258
Thalassiosira angulata,BACILLARIOPHYTA,6/28/2016,18,1,3,35.6,48550,1361.9
Thalassiosira eccentrica,BACILLARIOPHYTA,6/28/2016,18,1,2,7.3,148386.3,20428.2
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,18,1,26,309,146807.4,475.2
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,18,1,25,1336.9,42523.3,31.8
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,18,1,23,273.3,23183.1,84.8
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,18,1,1,11.9,2939.9,247.5
Chlorella sp.,CHLOROPHYTA,6/28/2016,18,1,1,11.9,1035.2,87.1
Pseudoscourfieldia marina,CHLOROPHYTA,6/28/2016,18,1,3,35.6,1693.9,47.5
Pyramimonas spp.,CHLOROPHYTA,6/28/2016,18,1,1,11.9,4044.3,340.3
Cryptomonas spp.,CRYPTOPHYTA,6/28/2016,18,1,2,23.8,12742.6,536.2
Plagioselmis nannoplanctica,CRYPTOPHYTA,6/28/2016,18,1,2,23.8,9333,392.7
Plagioselmis prolonga,CRYPTOPHYTA,6/28/2016,18,1,105,1247.7,229964,184.3
Teleaulax sp.,CRYPTOPHYTA,6/28/2016,18,1,58,689.2,548889.7,796.4
Chroococcus microscopicus,CYANOPHYCEAE,6/28/2016,18,1,293,15667.9,4200.3,0.3
Heterocapsa rotundata,DINOPHYCEAE,6/28/2016,18,1,19,225.8,8511.7,37.7
Heterocapsa triquetra,DINOPHYCEAE,6/28/2016,18,1,1,11.9,25609.6,2155.1
Peridinium sp.,DINOPHYCEAE,6/28/2016,18,1,2,23.8,39957.5,1681.3
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,18,1,3,35.7,31732.1,890.1
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,18,1,1,11.9,15853.6,1334.5
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,18,1,1,3.6,5355.1,1475.2
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,18,1,1,0.2,300.9,1504.3
Unknown Euglenophyte,EUGLENOPHYTA,6/28/2016,18,1,1,11.9,6900.6,580.9
Achnanthidium sp.,BACILLARIOPHYTA,6/28/2016,22,1,1,5.1,576,113.1
Actinocyclus curvatulus,BACILLARIOPHYTA,6/28/2016,22,1,1,0.2,1154.5,5772.7
Actinoptychus senarius,BACILLARIOPHYTA,6/28/2016,22,1,1,5.1,23039.1,4523.9
Asterionellopsis glacialis,BACILLARIOPHYTA,6/28/2016,22,1,3,15.3,3055.7,200
Caloneis sp.,BACILLARIOPHYTA,6/28/2016,22,1,2,0.4,3690.8,9226.8
Chaetoceros sp.,BACILLARIOPHYTA,6/28/2016,22,1,2,7.3,4826.4,664.4
Cyclotella sp.,BACILLARIOPHYTA,6/28/2016,22,1,2,0.4,100.5,251.3
Eunotogramma dubium,BACILLARIOPHYTA,6/28/2016,22,1,6,30.6,3071.9,100.5
Eunotogramma sp.,BACILLARIOPHYTA,6/28/2016,22,1,1,5.1,2447.9,480.9
Nitzschia incerta,BACILLARIOPHYTA,6/28/2016,22,1,5,25.5,3093.8,121.5
Nitzschia spp.,BACILLARIOPHYTA,6/28/2016,22,1,7,35.6,5454.3,153
Odontella aurita,BACILLARIOPHYTA,6/28/2016,22,1,1,0.2,1922.7,9613.3
Paralia sulcata,BACILLARIOPHYTA,6/28/2016,22,1,7,35.6,8959.6,251.3
Pleurosigma sp.,BACILLARIOPHYTA,6/28/2016,22,1,1,3.6,9457.5,2604
Skeletonema sp.,BACILLARIOPHYTA,6/28/2016,22,1,37,188.4,15983.4,84.8
Thalassionema nitzschioides,BACILLARIOPHYTA,6/28/2016,22,1,4,0.8,194.4,243
Thalassiosira angulata,BACILLARIOPHYTA,6/28/2016,22,1,3,15.3,46462.1,3041.1
Thalassiosira eccentrica,BACILLARIOPHYTA,6/28/2016,22,1,2,0.4,6534.6,16336.3
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,22,1,23,117.1,45998.1,392.7
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,22,1,2,0.4,1374.2,3435.4
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,22,1,10,534.7,7559.7,14.1
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,22,1,77,392.1,33262.7,84.8
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,22,1,1,5.1,1020,200.4
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,22,1,1,0.2,9228.5,46142.6
Cryptomonas spp.,CRYPTOPHYTA,6/28/2016,22,1,1,3.6,1703.9,469.1
Plagioselmis prolonga,CRYPTOPHYTA,6/28/2016,22,1,58,295.4,54440.5,184.3
Teleaulax sp.,CRYPTOPHYTA,6/28/2016,22,1,72,366.7,292020.2,796.4
Chroococcus microscopicus,CYANOPHYCEAE,6/28/2016,22,1,261,13956.7,3741.5,0.3
Heterocapsa rotundata,DINOPHYCEAE,6/28/2016,22,1,7,35.6,4517.2,126.7
Protoperidinium sp.,DINOPHYCEAE,6/28/2016,22,1,1,0.2,134,670.2
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,22,1,2,10.2,2346.6,230.3
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,22,1,1,3.6,1673.5,461
Unknown Dinoflagellate,DINOPHYCEAE,6/28/2016,22,1,2,10.2,11716.9,1149.8
Actinoptychus senarius,BACILLARIOPHYTA,6/28/2016,27,1,7,56.5,37497.3,663.7
Chaetoceros sp.,BACILLARIOPHYTA,6/28/2016,27,1,1,8.1,3550,439.8
Eunotogramma dubium,BACILLARIOPHYTA,6/28/2016,27,1,3,24.2,2282.2,94.2
Nitzschia incerta,BACILLARIOPHYTA,6/28/2016,27,1,1,8.1,2300.4,285
Nitzschia spp.,BACILLARIOPHYTA,6/28/2016,27,1,25,201.8,6659,33
Paralia sulcata,BACILLARIOPHYTA,6/28/2016,27,1,8,64.6,30682.5,475.2
Skeletonema sp.,BACILLARIOPHYTA,6/28/2016,27,1,23,185.7,7873.5,42.4
Thalassionema nitzschioides,BACILLARIOPHYTA,6/28/2016,27,1,1,8.1,2300.4,285
Thalassiosira angulata,BACILLARIOPHYTA,6/28/2016,27,1,2,14.5,44179.3,3041.1
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,27,1,34,274.4,130400.7,475.2
Thalassiosira spp.,BACILLARIOPHYTA,6/28/2016,27,1,2,16.1,49092.1,3041.6
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,27,1,6,641.7,9071.6,14.1
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,27,1,93,750.7,63672.6,84.8
Unknown Diatom,BACILLARIOPHYTA,6/28/2016,27,1,2,16.1,5230.4,324.1
Cryptomonas spp.,CRYPTOPHYTA,6/28/2016,27,1,1,8.1,7184.6,890.1
Plagioselmis prolonga,CRYPTOPHYTA,6/28/2016,27,1,29,234.1,43141.5,184.3
Teleaulax sp.,CRYPTOPHYTA,6/28/2016,27,1,85,686.1,347735.3,506.8
Chroococcus microscopicus,CYANOPHYCEAE,6/28/2016,27,1,284,30373.2,8142.5,0.3
